_id,newprod,plantid,prodlane,prodid,skuid,batchno,transdate,wcid,qty1,unit1,qty2,unit2
OP000472,0,M03,M0302,P470,SKU082,B470,2015-Jan-01 22:41:26,WC02,0.477655074,Hours,4,ea
OP000473,1,M03,M0301,P471,SKU066,B471,2015-Jan-01 12:43:51,WC01,0.469479559,Hours,34,ea
OP000474,1,M01,M0105,P472,SKU017,B472,2015-Jan-01 10:44:44,WC01,0.401582344,Hours,75,ea
OP000475,1,M02,M0203,P473,SKU023,B473,2015-Jan-01 13:38:48,WC01,0.713682163,Hours,39,ea
OP000476,1,M01,M0103,P474,SKU100,B474,2015-Jan-01 11:54:25,WC01,0.627566287,Hours,97,ea
OP000477,0,M01,M0103,P475,SKU041,B475,2015-Jan-01 11:58:38,WC02,0.265089842,Hours,97,ea
OP000478,0,M01,M0103,P476,SKU044,B476,2015-Jan-01 07:03:02,WC03,0.309063101,Hours,97,ea
OP000479,0,M01,M0103,P477,SKU011,B477,2015-Jan-01 23:57:03,WC04,0.547298284,Hours,97,ea
OP000480,1,M03,M0305,P478,SKU032,B478,2015-Jan-01 04:10:19,WC01,0.351167741,Hours,92,ea
OP000481,0,M03,M0305,P479,SKU019,B479,2015-Jan-01 01:17:20,WC02,0.652229188,Hours,92,ea
OP000482,0,M03,M0305,P480,SKU037,B480,2015-Jan-01 12:31:57,WC03,0.155405827,Hours,92,ea
OP000483,1,M03,M0302,P481,SKU007,B481,2015-Jan-01 19:26:46,WC01,0.099947079,Hours,42,ea
OP000484,0,M03,M0302,P482,SKU048,B482,2015-Jan-01 07:09:22,WC02,0.96494971,Hours,42,ea
OP000485,0,M03,M0302,P483,SKU039,B483,2015-Jan-01 10:11:58,WC03,0.349283162,Hours,42,ea
OP000486,1,M02,M0205,P484,SKU089,B484,2015-Jan-01 00:27:18,WC01,0.780305986,Hours,88,ea
OP000487,0,M02,M0205,P485,SKU039,B485,2015-Jan-01 10:53:50,WC02,0.532518543,Hours,88,ea
OP000488,0,M02,M0205,P486,SKU035,B486,2015-Jan-01 01:16:07,WC03,0.341561032,Hours,88,ea
OP000489,0,M02,M0205,P487,SKU036,B487,2015-Jan-01 12:04:58,WC04,0.183090118,Hours,88,ea
OP000490,0,M02,M0205,P488,SKU036,B488,2015-Jan-01 03:59:41,WC05,0.749814795,Hours,88,ea
OP000491,1,M01,M0104,P489,SKU064,B489,2015-Jan-01 02:10:53,WC01,0.687251978,Hours,59,ea
OP000492,0,M01,M0104,P490,SKU012,B490,2015-Jan-01 16:29:03,WC02,0.814329127,Hours,59,ea
OP000493,1,M03,M0301,P491,SKU030,B491,2015-Jan-01 13:09:54,WC01,0.036861848,Hours,81,ea
OP000494,0,M03,M0301,P492,SKU006,B492,2015-Jan-01 07:06:16,WC02,0.963833078,Hours,81,ea
OP000495,1,M03,M0301,P493,SKU082,B493,2015-Jan-01 07:02:39,WC01,0.156506999,Hours,41,ea
OP000496,1,M03,M0302,P494,SKU012,B494,2015-Jan-01 06:54:52,WC01,0.662544156,Hours,27,ea
OP000497,1,M03,M0301,P495,SKU075,B495,2015-Jan-01 13:37:43,WC01,0.429071795,Hours,26,ea
OP000498,0,M03,M0301,P496,SKU053,B496,2015-Jan-01 14:25:30,WC02,0.623471469,Hours,26,ea
OP000499,0,M03,M0301,P497,SKU071,B497,2015-Jan-01 16:18:03,WC03,0.368764053,Hours,26,ea
OP000500,0,M03,M0301,P498,SKU063,B498,2015-Jan-01 20:41:17,WC04,0.868624864,Hours,26,ea
OP000501,0,M03,M0301,P499,SKU088,B499,2015-Jan-01 07:21:22,WC05,0.170390467,Hours,26,ea
OP000502,0,M03,M0301,P500,SKU079,B500,2015-Jan-01 20:08:22,WC06,0.869411607,Hours,26,ea
OP000503,0,M03,M0301,P501,SKU008,B501,2015-Jan-01 18:38:03,WC07,0.961887077,Hours,26,ea
OP000504,1,M02,M0204,P502,SKU091,B502,2015-Jan-01 23:36:57,WC01,0.017736615,Hours,90,ea
OP000505,0,M02,M0204,P503,SKU007,B503,2015-Jan-01 12:45:01,WC02,0.160672242,Hours,90,ea
OP000506,1,M03,M0302,P504,SKU076,B504,2015-Jan-01 03:14:23,WC01,0.392484468,Hours,83,ea
OP000507,0,M03,M0302,P505,SKU013,B505,2015-Jan-01 15:21:27,WC02,0.192350441,Hours,83,ea
OP000508,0,M03,M0302,P506,SKU073,B506,2015-Jan-01 08:29:37,WC03,0.502140073,Hours,83,ea
OP000509,0,M03,M0302,P507,SKU007,B507,2015-Jan-01 04:48:47,WC04,0.147378074,Hours,83,ea
OP000510,1,M03,M0301,P508,SKU009,B508,2015-Jan-01 03:33:24,WC01,0.537929579,Hours,77,ea
OP000511,1,M02,M0202,P509,SKU046,B509,2015-Jan-01 18:35:50,WC01,0.766549848,Hours,42,ea
OP000512,0,M02,M0202,P510,SKU020,B510,2015-Jan-01 11:48:41,WC02,0.599222175,Hours,42,ea
OP000513,0,M02,M0202,P511,SKU097,B511,2015-Jan-01 18:50:05,WC03,0.693230496,Hours,42,ea
OP000514,0,M02,M0202,P512,SKU048,B512,2015-Jan-01 02:17:44,WC04,0.000905177,Hours,42,ea
OP000515,0,M02,M0202,P513,SKU048,B513,2015-Jan-01 15:03:34,WC05,0.63158286,Hours,42,ea
OP000516,1,M02,M0204,P514,SKU061,B514,2015-Jan-01 21:09:17,WC01,0.372554553,Hours,19,ea
OP000517,1,M02,M0201,P515,SKU066,B515,2015-Jan-01 19:49:18,WC01,0.640260735,Hours,50,ea
OP000518,1,M03,M0304,P516,SKU064,B516,2015-Jan-01 08:32:48,WC01,0.609770805,Hours,18,ea
OP000519,0,M03,M0304,P517,SKU046,B517,2015-Jan-01 01:26:38,WC02,0.432327068,Hours,18,ea
OP000520,0,M03,M0304,P518,SKU020,B518,2015-Jan-01 04:29:28,WC03,0.055766968,Hours,18,ea
OP000521,1,M03,M0305,P519,SKU003,B519,2015-Jan-01 10:01:27,WC01,0.640932232,Hours,14,ea
OP000522,1,M02,M0202,P520,SKU091,B520,2015-Jan-01 03:04:17,WC01,0.625993114,Hours,39,ea
OP000523,0,M02,M0202,P521,SKU070,B521,2015-Jan-01 09:44:32,WC02,0.951757968,Hours,39,ea
OP000524,1,M02,M0201,P522,SKU082,B522,2015-Jan-01 15:55:58,WC01,0.106497726,Hours,23,ea
OP000525,0,M02,M0201,P523,SKU086,B523,2015-Jan-01 17:33:11,WC02,0.806178135,Hours,23,ea
OP000526,1,M01,M0105,P524,SKU056,B524,2015-Jan-01 00:59:03,WC01,0.116279942,Hours,75,ea
OP000527,0,M01,M0105,P525,SKU013,B525,2015-Jan-01 12:53:18,WC02,0.52893994,Hours,75,ea
OP000528,1,M01,M0104,P526,SKU039,B526,2015-Jan-01 08:52:52,WC01,0.737485306,Hours,71,ea
OP000529,0,M01,M0104,P527,SKU036,B527,2015-Jan-01 05:09:56,WC02,0.906835906,Hours,71,ea
OP000530,0,M01,M0104,P528,SKU026,B528,2015-Jan-01 21:23:10,WC03,0.893526379,Hours,71,ea
OP000531,1,M02,M0201,P529,SKU021,B529,2015-Jan-01 19:30:27,WC01,0.009831333,Hours,97,ea
OP000532,0,M02,M0201,P530,SKU016,B530,2015-Jan-01 06:32:25,WC02,0.273709962,Hours,97,ea
OP000533,0,M02,M0201,P531,SKU009,B531,2015-Jan-01 06:53:46,WC03,0.044071099,Hours,97,ea
OP000534,1,M01,M0105,P532,SKU045,B532,2015-Jan-01 04:21:14,WC01,0.031149779,Hours,97,ea
OP000535,0,M01,M0105,P533,SKU013,B533,2015-Jan-01 23:02:11,WC02,0.972947145,Hours,97,ea
OP000536,1,M03,M0303,P534,SKU059,B534,2015-Jan-01 04:34:19,WC01,0.097727436,Hours,84,ea
OP000537,1,M02,M0201,P535,SKU001,B535,2015-Jan-01 01:02:46,WC01,0.224675824,Hours,65,ea
OP000538,0,M02,M0201,P536,SKU059,B536,2015-Jan-01 06:11:16,WC02,0.034845014,Hours,65,ea
OP000539,0,M02,M0201,P537,SKU097,B537,2015-Jan-01 17:06:45,WC03,0.308658856,Hours,65,ea
OP000540,0,M02,M0201,P538,SKU013,B538,2015-Jan-01 15:25:46,WC04,0.48567275,Hours,65,ea
OP000541,0,M02,M0201,P539,SKU049,B539,2015-Jan-01 09:28:52,WC05,0.064922754,Hours,65,ea
OP000542,0,M02,M0201,P540,SKU074,B540,2015-Jan-01 17:33:29,WC06,0.659370515,Hours,65,ea
OP000543,1,M01,M0104,P541,SKU015,B541,2015-Jan-01 09:57:50,WC01,0.521175104,Hours,84,ea
OP000544,0,M01,M0104,P542,SKU039,B542,2015-Jan-01 07:37:13,WC02,0.422323579,Hours,84,ea
OP000545,0,M01,M0104,P543,SKU014,B543,2015-Jan-01 16:11:47,WC03,0.666994842,Hours,84,ea
OP000546,1,M01,M0104,P544,SKU086,B544,2015-Jan-01 22:45:47,WC01,0.000113484,Hours,99,ea
OP000547,1,M02,M0203,P545,SKU056,B545,2015-Jan-01 10:26:10,WC01,0.873899774,Hours,50,ea
OP000548,0,M02,M0203,P546,SKU010,B546,2015-Jan-01 10:53:58,WC02,0.163846309,Hours,50,ea
OP000549,0,M02,M0203,P547,SKU025,B547,2015-Jan-01 12:20:19,WC03,0.049791693,Hours,50,ea
OP000550,0,M02,M0203,P548,SKU070,B548,2015-Jan-01 15:16:59,WC04,0.720914518,Hours,50,ea
OP000551,0,M02,M0203,P549,SKU038,B549,2015-Jan-01 03:36:09,WC05,0.57963322,Hours,50,ea
OP000552,1,M01,M0103,P550,SKU074,B550,2015-Jan-01 14:51:36,WC01,0.587648767,Hours,48,ea
OP000553,0,M01,M0103,P551,SKU098,B551,2015-Jan-01 05:42:59,WC02,0.434630016,Hours,48,ea
OP000554,1,M02,M0204,P552,SKU100,B552,2015-Jan-01 15:17:49,WC01,0.490735877,Hours,33,ea
OP000555,0,M02,M0204,P553,SKU085,B553,2015-Jan-01 04:38:23,WC02,0.811602201,Hours,33,ea
OP000556,1,M02,M0202,P554,SKU010,B554,2015-Jan-01 15:20:34,WC01,0.972300507,Hours,85,ea
OP000557,0,M02,M0202,P555,SKU022,B555,2015-Jan-01 16:25:51,WC02,0.931851257,Hours,85,ea
OP000558,1,M03,M0304,P556,SKU036,B556,2015-Jan-01 05:20:10,WC01,0.167278773,Hours,20,ea
OP000559,0,M03,M0304,P557,SKU026,B557,2015-Jan-01 19:11:48,WC02,0.884157784,Hours,20,ea
OP000560,1,M02,M0202,P558,SKU024,B558,2015-Jan-01 12:56:19,WC01,0.985157705,Hours,56,ea
OP000561,1,M01,M0103,P559,SKU058,B559,2015-Jan-01 14:25:48,WC01,0.288010835,Hours,61,ea
OP000562,0,M01,M0103,P560,SKU002,B560,2015-Jan-01 18:20:16,WC02,0.951557337,Hours,61,ea
OP000563,0,M01,M0103,P561,SKU004,B561,2015-Jan-01 18:55:29,WC03,0.656200699,Hours,61,ea
OP000564,1,M01,M0101,P562,SKU056,B562,2015-Jan-01 23:26:20,WC01,0.534283564,Hours,8,ea
OP000565,1,M01,M0103,P563,SKU095,B563,2015-Jan-01 00:24:51,WC01,0.06720375,Hours,41,ea
OP000566,1,M02,M0202,P564,SKU098,B564,2015-Jan-01 16:13:05,WC01,0.541440485,Hours,16,ea
OP000567,1,M02,M0204,P565,SKU077,B565,2015-Jan-01 20:33:13,WC01,0.11977879,Hours,88,ea
OP000568,0,M02,M0204,P566,SKU057,B566,2015-Jan-01 01:25:14,WC02,0.811201235,Hours,88,ea
OP000569,1,M02,M0203,P567,SKU061,B567,2015-Jan-01 04:38:52,WC01,0.856444265,Hours,16,ea
OP000570,1,M01,M0103,P568,SKU057,B568,2015-Jan-01 05:25:58,WC01,0.837892355,Hours,28,ea
OP000571,1,M01,M0105,P569,SKU077,B569,2015-Jan-01 17:34:37,WC01,0.817922074,Hours,20,ea
OP000572,1,M03,M0301,P570,SKU003,B570,2015-Jan-01 12:20:12,WC01,0.41674561,Hours,41,ea
OP000573,1,M01,M0104,P571,SKU069,B571,2015-Jan-01 12:47:47,WC01,0.751383877,Hours,18,ea
OP000574,0,M01,M0104,P572,SKU040,B572,2015-Jan-01 13:58:19,WC02,0.778747969,Hours,18,ea
OP000575,1,M02,M0202,P573,SKU097,B573,2015-Jan-01 00:21:15,WC01,0.303704988,Hours,31,ea
OP000576,0,M02,M0202,P574,SKU084,B574,2015-Jan-01 11:00:32,WC02,0.820291303,Hours,31,ea
OP000577,1,M01,M0102,P575,SKU034,B575,2015-Jan-01 21:00:11,WC01,0.565567355,Hours,60,ea
OP000578,0,M01,M0102,P576,SKU051,B576,2015-Jan-01 01:35:03,WC02,0.312534068,Hours,60,ea
OP000579,0,M01,M0102,P577,SKU084,B577,2015-Jan-01 11:44:25,WC03,0.533788023,Hours,60,ea
OP000580,0,M01,M0102,P578,SKU018,B578,2015-Jan-01 12:01:59,WC04,0.957371969,Hours,60,ea
OP000581,1,M03,M0305,P579,SKU048,B579,2015-Jan-01 15:12:16,WC01,0.207940698,Hours,55,ea
OP000582,1,M02,M0201,P580,SKU029,B580,2015-Jan-01 02:50:50,WC01,0.107634182,Hours,15,ea
OP000583,0,M02,M0201,P581,SKU047,B581,2015-Jan-01 05:09:41,WC02,0.625502218,Hours,15,ea
OP000584,1,M02,M0201,P582,SKU088,B582,2015-Jan-01 08:46:24,WC01,0.404910818,Hours,86,ea
OP000585,0,M02,M0201,P583,SKU056,B583,2015-Jan-01 09:05:07,WC02,0.971758512,Hours,86,ea
OP000586,1,M03,M0301,P584,SKU011,B584,2015-Jan-01 00:59:07,WC01,0.569775286,Hours,29,ea
OP000587,0,M03,M0301,P585,SKU013,B585,2015-Jan-01 00:42:25,WC02,0.759696982,Hours,29,ea
OP000588,1,M01,M0105,P586,SKU082,B586,2015-Jan-01 07:26:44,WC01,0.910860119,Hours,75,ea
OP000589,1,M03,M0302,P587,SKU074,B587,2015-Jan-01 11:08:59,WC01,0.851018694,Hours,89,ea
OP000590,1,M01,M0104,P588,SKU093,B588,2015-Jan-01 02:04:42,WC01,0.828784145,Hours,26,ea
OP000591,1,M01,M0101,P589,SKU031,B589,2015-Jan-01 23:45:06,WC01,0.414880007,Hours,46,ea
OP000592,0,M01,M0101,P590,SKU061,B590,2015-Jan-01 23:13:12,WC02,0.186832144,Hours,46,ea
OP000593,1,M01,M0103,P591,SKU095,B591,2015-Jan-01 04:48:34,WC01,0.690985391,Hours,56,ea
OP000594,0,M01,M0103,P592,SKU077,B592,2015-Jan-01 21:58:40,WC02,0.689577462,Hours,56,ea
OP000595,1,M03,M0305,P593,SKU006,B593,2015-Jan-01 02:44:56,WC01,0.588021576,Hours,67,ea
OP000596,1,M01,M0103,P594,SKU035,B594,2015-Jan-01 23:52:07,WC01,0.608454141,Hours,97,ea
OP000597,0,M01,M0103,P595,SKU072,B595,2015-Jan-01 19:06:29,WC02,0.476318528,Hours,97,ea
OP000598,0,M01,M0103,P596,SKU028,B596,2015-Jan-01 15:16:14,WC03,0.449288234,Hours,97,ea
OP000599,0,M01,M0103,P597,SKU082,B597,2015-Jan-01 18:55:55,WC04,0.378740955,Hours,97,ea
OP000600,1,M02,M0203,P598,SKU055,B598,2015-Jan-01 05:52:24,WC01,0.262046641,Hours,27,ea
OP000601,0,M02,M0203,P599,SKU076,B599,2015-Jan-01 10:58:50,WC02,0.34704913,Hours,27,ea
OP000602,0,M02,M0203,P600,SKU004,B600,2015-Jan-01 01:38:19,WC03,0.019528106,Hours,27,ea
OP000603,0,M02,M0203,P601,SKU076,B601,2015-Jan-01 21:14:09,WC04,0.276783569,Hours,27,ea
OP000604,0,M02,M0203,P602,SKU025,B602,2015-Jan-01 07:47:11,WC05,0.618117611,Hours,27,ea
OP000605,1,M03,M0302,P603,SKU019,B603,2015-Jan-01 03:55:18,WC01,0.632314653,Hours,21,ea
OP000606,0,M03,M0302,P604,SKU099,B604,2015-Jan-01 14:05:39,WC02,0.351542305,Hours,21,ea
OP000607,1,M02,M0204,P605,SKU095,B605,2015-Jan-01 06:12:57,WC01,0.859541472,Hours,44,ea
OP000608,0,M02,M0204,P606,SKU075,B606,2015-Jan-01 03:44:33,WC02,0.020713119,Hours,44,ea
OP000609,0,M02,M0204,P607,SKU030,B607,2015-Jan-01 07:30:09,WC03,0.286613172,Hours,44,ea
OP000610,1,M01,M0103,P608,SKU044,B608,2015-Jan-01 19:48:59,WC01,0.516781182,Hours,52,ea
OP000611,0,M01,M0103,P609,SKU030,B609,2015-Jan-01 19:23:20,WC02,0.155361881,Hours,52,ea
OP000612,0,M01,M0103,P610,SKU005,B610,2015-Jan-01 00:06:49,WC03,0.545510809,Hours,52,ea
OP000613,1,M02,M0202,P611,SKU051,B611,2015-Jan-01 08:38:36,WC01,0.77317645,Hours,67,ea
OP000614,1,M03,M0304,P612,SKU017,B612,2015-Jan-01 19:12:52,WC01,0.755872979,Hours,10,ea
OP000615,0,M03,M0304,P613,SKU068,B613,2015-Jan-01 03:23:27,WC02,0.493874237,Hours,10,ea
OP000616,0,M03,M0304,P614,SKU067,B614,2015-Jan-01 02:23:22,WC03,0.404954482,Hours,10,ea
OP000617,0,M03,M0304,P615,SKU085,B615,2015-Jan-01 13:54:34,WC04,0.729949296,Hours,10,ea
OP000618,1,M03,M0305,P616,SKU066,B616,2015-Jan-01 16:11:36,WC01,0.619883876,Hours,61,ea
OP000619,0,M03,M0305,P617,SKU046,B617,2015-Jan-01 14:36:46,WC02,0.091692887,Hours,61,ea
OP000620,1,M02,M0203,P618,SKU054,B618,2015-Jan-01 08:27:12,WC01,0.894551604,Hours,6,ea
OP000621,1,M01,M0103,P619,SKU053,B619,2015-Jan-01 19:48:24,WC01,0.941699867,Hours,74,ea
OP000622,0,M01,M0103,P620,SKU074,B620,2015-Jan-01 09:18:15,WC02,0.668285493,Hours,74,ea
OP000623,1,M01,M0103,P621,SKU010,B621,2015-Jan-01 07:32:00,WC01,0.788143624,Hours,76,ea
OP000624,0,M01,M0103,P622,SKU020,B622,2015-Jan-01 19:55:18,WC02,0.987568525,Hours,76,ea
OP000625,0,M01,M0103,P623,SKU087,B623,2015-Jan-01 09:13:39,WC03,0.91217089,Hours,76,ea
OP000626,1,M03,M0304,P624,SKU020,B624,2015-Jan-01 09:31:32,WC01,0.619894818,Hours,19,ea
OP000627,1,M03,M0305,P625,SKU057,B625,2015-Jan-01 07:29:50,WC01,0.390772181,Hours,18,ea
OP000628,0,M03,M0305,P626,SKU076,B626,2015-Jan-01 05:01:55,WC02,0.185441615,Hours,18,ea
OP000629,1,M01,M0104,P627,SKU074,B627,2015-Jan-01 13:47:28,WC01,0.453483218,Hours,13,ea
OP000630,1,M03,M0304,P628,SKU046,B628,2015-Jan-01 08:37:56,WC01,0.114883921,Hours,5,ea
OP000631,0,M03,M0304,P629,SKU081,B629,2015-Jan-01 13:01:18,WC02,0.63961064,Hours,5,ea
OP000632,1,M02,M0202,P630,SKU080,B630,2015-Jan-01 23:47:27,WC01,0.337875349,Hours,73,ea
OP000633,1,M02,M0203,P631,SKU071,B631,2015-Jan-01 17:39:35,WC01,0.877794273,Hours,49,ea
OP000634,1,M01,M0105,P632,SKU019,B632,2015-Jan-01 10:07:00,WC01,0.425588628,Hours,84,ea
OP000635,0,M01,M0105,P633,SKU061,B633,2015-Jan-01 15:33:56,WC02,0.992499245,Hours,84,ea
OP000636,1,M01,M0101,P634,SKU029,B634,2015-Jan-01 12:42:26,WC01,0.964892444,Hours,87,ea
OP000637,0,M01,M0101,P635,SKU088,B635,2015-Jan-01 00:00:48,WC02,0.938319116,Hours,87,ea
OP000638,1,M01,M0102,P636,SKU030,B636,2015-Jan-01 00:38:31,WC01,0.278069267,Hours,9,ea
OP000639,1,M03,M0305,P637,SKU071,B637,2015-Jan-01 16:55:04,WC01,0.898832653,Hours,78,ea
OP000640,1,M03,M0304,P638,SKU066,B638,2015-Jan-01 20:54:54,WC01,0.580788899,Hours,8,ea
OP000641,1,M01,M0105,P639,SKU087,B639,2015-Jan-01 11:17:33,WC01,0.718055718,Hours,73,ea
OP000642,1,M02,M0202,P640,SKU086,B640,2015-Jan-01 14:50:20,WC01,0.201527325,Hours,20,ea
OP000643,0,M02,M0202,P641,SKU017,B641,2015-Jan-01 13:12:14,WC02,0.420287341,Hours,20,ea
OP000644,0,M02,M0202,P642,SKU046,B642,2015-Jan-01 03:56:02,WC03,0.606695238,Hours,20,ea
OP000645,1,M01,M0102,P643,SKU014,B643,2015-Jan-01 03:17:35,WC01,0.90293956,Hours,64,ea
OP000646,0,M01,M0102,P644,SKU085,B644,2015-Jan-01 08:31:31,WC02,0.81193503,Hours,64,ea
OP000647,1,M01,M0103,P645,SKU012,B645,2015-Jan-01 07:56:57,WC01,0.498106507,Hours,65,ea
OP000648,0,M01,M0103,P646,SKU009,B646,2015-Jan-01 17:34:51,WC02,0.747212623,Hours,65,ea
OP000649,0,M01,M0103,P647,SKU035,B647,2015-Jan-01 22:29:55,WC03,0.643168621,Hours,65,ea
OP000650,0,M01,M0103,P648,SKU009,B648,2015-Jan-01 02:13:10,WC04,0.451155366,Hours,65,ea
OP000651,0,M01,M0103,P649,SKU074,B649,2015-Jan-01 21:02:06,WC05,0.519968297,Hours,65,ea
OP000652,0,M01,M0103,P650,SKU067,B650,2015-Jan-01 14:06:31,WC06,0.413942084,Hours,65,ea
OP000653,0,M01,M0103,P651,SKU075,B651,2015-Jan-01 18:40:13,WC07,0.330778991,Hours,65,ea
OP000654,0,M01,M0103,P652,SKU025,B652,2015-Jan-01 19:20:43,WC08,0.302459995,Hours,65,ea
OP000655,0,M01,M0103,P653,SKU075,B653,2015-Jan-01 09:40:38,WC09,0.849643522,Hours,65,ea
OP000656,1,M03,M0305,P654,SKU082,B654,2015-Jan-01 13:14:49,WC01,0.484832901,Hours,68,ea
OP000657,1,M03,M0305,P655,SKU074,B655,2015-Jan-01 08:47:05,WC01,0.774221129,Hours,23,ea
OP000658,1,M01,M0103,P656,SKU018,B656,2015-Jan-01 23:56:42,WC01,0.986322144,Hours,54,ea
OP000659,1,M01,M0101,P657,SKU031,B657,2015-Jan-01 12:15:08,WC01,0.997974007,Hours,97,ea
OP000660,0,M01,M0101,P658,SKU039,B658,2015-Jan-01 14:07:50,WC02,0.135382886,Hours,97,ea
OP000661,0,M01,M0101,P659,SKU016,B659,2015-Jan-01 10:04:44,WC03,0.10756291,Hours,97,ea
OP000662,1,M02,M0202,P660,SKU086,B660,2015-Jan-01 14:47:09,WC01,0.64059288,Hours,31,ea
OP000663,0,M02,M0202,P661,SKU054,B661,2015-Jan-01 14:35:51,WC02,0.857454747,Hours,31,ea
OP000664,1,M02,M0203,P662,SKU082,B662,2015-Jan-01 17:00:27,WC01,0.375119205,Hours,94,ea
OP000665,0,M02,M0203,P663,SKU073,B663,2015-Jan-01 03:39:52,WC02,0.35188049,Hours,94,ea
OP000666,1,M03,M0305,P664,SKU019,B664,2015-Jan-01 00:20:15,WC01,0.833166945,Hours,49,ea
OP000667,1,M03,M0301,P665,SKU044,B665,2015-Jan-01 09:55:40,WC01,0.217313183,Hours,66,ea
OP000668,1,M03,M0305,P666,SKU047,B666,2015-Jan-01 00:58:21,WC01,0.924644231,Hours,74,ea
OP000669,0,M03,M0305,P667,SKU090,B667,2015-Jan-01 23:08:34,WC02,0.42663367,Hours,74,ea
OP000670,1,M01,M0102,P668,SKU048,B668,2015-Jan-01 13:11:35,WC01,0.106672159,Hours,95,ea
OP000671,1,M01,M0103,P669,SKU012,B669,2015-Jan-01 23:36:49,WC01,0.064594799,Hours,78,ea
OP000672,1,M03,M0302,P670,SKU032,B670,2015-Jan-01 22:37:08,WC01,0.388949657,Hours,75,ea
OP000673,1,M01,M0103,P671,SKU067,B671,2015-Jan-01 02:34:16,WC01,0.814535397,Hours,84,ea
OP000674,0,M01,M0103,P672,SKU019,B672,2015-Jan-01 09:34:58,WC02,0.344133777,Hours,84,ea
OP000675,1,M01,M0101,P673,SKU042,B673,2015-Jan-01 04:41:03,WC01,0.202649527,Hours,33,ea
OP000676,1,M02,M0202,P674,SKU006,B674,2015-Jan-01 23:08:14,WC01,0.34481436,Hours,24,ea
OP000677,0,M02,M0202,P675,SKU089,B675,2015-Jan-01 12:00:18,WC02,0.544813354,Hours,24,ea
OP000678,1,M03,M0301,P676,SKU003,B676,2015-Jan-01 19:04:43,WC01,0.39142736,Hours,22,ea
OP000679,0,M03,M0301,P677,SKU099,B677,2015-Jan-01 21:37:51,WC02,0.64605241,Hours,22,ea
OP000680,1,M01,M0105,P678,SKU010,B678,2015-Jan-01 09:36:12,WC01,0.943786999,Hours,98,ea
OP000681,0,M01,M0105,P679,SKU036,B679,2015-Jan-01 05:24:11,WC02,0.27094104,Hours,98,ea
OP000682,0,M01,M0105,P680,SKU081,B680,2015-Jan-01 11:25:21,WC03,0.038719623,Hours,98,ea
OP000683,0,M01,M0105,P681,SKU062,B681,2015-Jan-01 17:06:45,WC04,0.188544836,Hours,98,ea
OP000684,0,M01,M0105,P682,SKU021,B682,2015-Jan-01 16:23:34,WC05,0.312779586,Hours,98,ea
OP000685,0,M01,M0105,P683,SKU050,B683,2015-Jan-01 06:48:48,WC06,0.937128162,Hours,98,ea
OP000686,1,M01,M0103,P684,SKU060,B684,2015-Jan-01 04:08:47,WC01,0.007712309,Hours,9,ea
OP000687,0,M01,M0103,P685,SKU042,B685,2015-Jan-01 00:37:38,WC02,0.453880348,Hours,9,ea
OP000688,0,M01,M0103,P686,SKU054,B686,2015-Jan-01 22:41:45,WC03,0.358275421,Hours,9,ea
OP000689,0,M01,M0103,P687,SKU006,B687,2015-Jan-01 10:12:21,WC04,0.895848264,Hours,9,ea
OP000690,0,M01,M0103,P688,SKU084,B688,2015-Jan-01 00:03:58,WC05,0.372995707,Hours,9,ea
OP000691,0,M01,M0103,P689,SKU084,B689,2015-Jan-01 10:15:31,WC06,0.995205115,Hours,9,ea
OP000692,0,M01,M0103,P690,SKU040,B690,2015-Jan-01 19:53:29,WC07,0.513774055,Hours,9,ea
OP000693,1,M02,M0205,P691,SKU044,B691,2015-Jan-01 14:01:58,WC01,0.758745476,Hours,34,ea
OP000694,1,M03,M0303,P692,SKU003,B692,2015-Jan-01 22:40:59,WC01,0.586054913,Hours,53,ea
OP000695,1,M02,M0203,P693,SKU099,B693,2015-Jan-01 12:04:19,WC01,0.408952543,Hours,71,ea
OP000696,0,M02,M0203,P694,SKU081,B694,2015-Jan-01 00:17:50,WC02,0.83384654,Hours,71,ea
OP000697,1,M03,M0301,P695,SKU048,B695,2015-Jan-01 15:36:47,WC01,0.571396149,Hours,64,ea
OP000698,1,M03,M0303,P696,SKU066,B696,2015-Jan-01 11:59:58,WC01,0.325530831,Hours,26,ea
OP000699,0,M03,M0303,P697,SKU005,B697,2015-Jan-01 09:42:37,WC02,0.160750574,Hours,26,ea
OP000700,0,M03,M0303,P698,SKU092,B698,2015-Jan-01 13:24:38,WC03,0.473577036,Hours,26,ea
OP000701,1,M01,M0101,P699,SKU032,B699,2015-Jan-01 16:23:53,WC01,0.059478129,Hours,84,ea
OP000702,1,M03,M0305,P700,SKU049,B700,2015-Jan-01 07:23:21,WC01,0.025425061,Hours,9,ea
OP000703,0,M03,M0305,P701,SKU081,B701,2015-Jan-01 18:30:14,WC02,0.569549966,Hours,9,ea
OP000704,1,M02,M0205,P702,SKU019,B702,2015-Jan-01 16:49:12,WC01,0.77264747,Hours,79,ea
OP000705,0,M02,M0205,P703,SKU043,B703,2015-Jan-01 19:31:30,WC02,0.053066444,Hours,79,ea
OP000706,0,M02,M0205,P704,SKU018,B704,2015-Jan-01 22:26:19,WC03,0.671636423,Hours,79,ea
OP000707,0,M02,M0205,P705,SKU046,B705,2015-Jan-01 22:44:11,WC04,0.185880264,Hours,79,ea
